NAME,ADDRESS,PHONE,WEBSITE,URL
Lightup Studios,"No 14 Alcon road by Nvuigwe junction, Woji Port Harcourt, Rivers State","0806 886 3658, 0803 701 6419, 0806 886 3658",https://fb.me/lightupstudios,https://www.finelib.com/listing/Lightup-Studios/95747/
Hejwill Coworking Space,"209 Woji Estate Road,, Woji Town Port Harcourt, Rivers State",0806 875 2930,https://www.mudiame.com/,https://www.finelib.com/listing/Hejwill-Coworking-Space/95762/
Geoplus Civil Engineering Resouces,"1 Unique Avenue, Off Trans-kalabari Road, Portharcourt, Rivers","0701 452 1952, 0705 425 3644",http://www.fisancol.com.ng/,https://www.finelib.com/listing/Geoplus-Civil-Engineering-Resouces/96513/
The ADE Brand.NG,"20 Ohia Street Orogbum Old GRA, Port Harcourt, Rivers State",0813 345 1121,https://www.mabisel.com/,https://www.finelib.com/listing/The-ADE-BrandNG/101910/
Red Chilli Catering Services,"GRA, Port Hacourt, Nigeria, Port Harcourt, Rivers state",+234 812 6357 648,N/A,https://www.finelib.com/listing/Red-Chilli-Catering-Services/114471/
Jabara Foodies,"Golf Estate, Okuruama 500101, Port Harcourt, Rivers, Port Harcourt, Rivers state",9049705853,N/A,https://www.finelib.com/listing/Jabara-Foodies/114472/
Marthz Car Rental and Security Service,"Benin airport, Benin city, Edo state","0806 033 3400, 0915 068 2337, 0815 363 7947",https://www.avisng.com/,https://www.finelib.com/listing/Marthz-Car-Rental-and-Security-Service/116345/
Redlamp,"SARS Road, Port Harcourt, Rivers state",0913 825 8720,N/A,https://www.finelib.com/listing/Redlamp/117970/
Luchy Collections,"Haruk Estate Link Road, Port Harcourt, RV","0913 005 8227, 0812 888 4315",N/A,https://www.finelib.com/listing/Luchy-Collections/118076/
Ani David Digitals,"59 Aker Road, Iwofe, Port Harcourt, 59 Aker Road, Iwofe, Port Harcourt, Rivers State",0701 847 0195,https://ngtopwebsitesdesign.com.ng,https://www.finelib.com/listing/Ani-David-Digitals/118087/
Dimezik Digital Prints,"#4 Obudu (Ebeni) street, Mile 1 Diobu Port Harcourt, Rivers State","0807 875 9488, 0813 826 5056",https://englovgrl.wordpress.com/,https://www.finelib.com/listing/Dimezik-Digital-Prints/118129/
Nannys Palace,"Ajami Plaza, Behind AA Rano Filling Station, Area 3 Abuja Municipal Area Council, 900001, Central Business District, Abuja (FCT)","0818 053 1118, 0818 053 1131",https://mafserviceglobal.com/,https://www.finelib.com/listing/Nannys-Palace/118500/
Parosbert,"22, Road One, Orazi, Port Harcourt, Rivers",0806 156 0110,N/A,https://www.finelib.com/listing/Parosbert/118521/
Dexton Meditech Limited,"Eneka First Market junction, Port Harcourt, Rivers, Nigeria",0904 129 7262,https://www.romangate.com/,https://www.finelib.com/listing/Dexton-Meditech-Limited/118655/
MEL-Technologies and Solution Limited,"189 Peter Odili Road, Port Harcourt, Rivers",0705 999 9833,https://lightech.com.ng/,https://www.finelib.com/listing/MELTechnologies-and-Solution-Limited/118661/
Quick Fixed Empire,"11 Tombia Street, GRA, Port Harcourt, Rivers State","0706 992 0647, 0817 970 7900",N/A,https://www.finelib.com/listing/Quick-Fixed-Empire/118785/
G126 Continental Travels Limited,"2B General Diriyai street GRA phase 1, Portharcourt, Rivers",0818 987 9206,N/A,https://www.finelib.com/listing/G126-Continental-Travels-Limited/118786/
TechHubSquare,"12 M. Emmanuel Ave, off Peter Odili Road, Abuloma 500101, Port Harcourt, Rivers State",0809 988 9514,https://supremetdsltd.com.ng/,https://www.finelib.com/listing/TechHubSquare/118924/
Ruchy Yummy Chops,"Choba, Port Harcourt, Port Harcourt, Rivers State",0913 482 0400,N/A,https://www.finelib.com/listing/Ruchy-Yummy-Chops/118973/
Okoloshia Moses Enterprises,"No:8 Dakuruma street,, Trans-amadi Portharcourt, Rivers","0901 950 1506, 0704 061 1465",https://crownhubconsulting.com/,https://www.finelib.com/listing/Okoloshia-Moses-Enterprises/118977/
Maxy Resources,"BLOCK 2 AMADI AVENUE, Oginigba Port Harcourt, Rivers",0816 852 7716,https://www.onlinepresence.com.ng/,https://www.finelib.com/listing/Maxy-Resources/118990/
Nosco Oil & Gas Service Ltd,"Plot 232 Iyowuna Drive Off Peter Odili Road, Trans Amadi Industrial Layout, Port Harcourt, Rivers State","+234 1888 8175, 0708 609 0704, 0814 918 6762",https://www.shell.com.ng/,https://www.finelib.com/listing/Nosco-Oil--Gas-Service-Ltd/119050/
Chyglosco Homes Limited,"40 Ada-George Road, Rumuaprikom Port Harcourt, Rivers",0814 197 8439,N/A,https://www.finelib.com/listing/Chyglosco-Homes-Limited/119630/
Prime Castle Realty Ltd,"Olu Obasanjo Road, Port-Harcourt, Rivers",0808 452 6778,https://auduimonikheandco.com/,https://www.finelib.com/listing/Prime-Castle-Realty-Ltd/122961/
Wizzunit Luxury Apartment,"No 5 Fulfillment Avenue, Wobo Street (Back of OPM), Iwofe Road, Port Harcourt, Rivers State",0806 355 3232,N/A,https://www.finelib.com/listing/Wizzunit-Luxury-Apartment/122962/
Africa Update Newspaper,"1st floor, Leventis Building, no 6 Azikiwe Road,, Port Harcourt, Rivers State",0803 309 4639,https://tnnonline.info/,https://www.finelib.com/listing/Africa-Update-Newspaper/122992/
Peng Logistics Port Harcourt,"Rumuowha-Eneka road, Port Harcourt, Rivers",0816 584 9926,http://www.dhl.com.ng/,https://www.finelib.com/listing/Peng-Logistics-Port-Harcourt/123135/
Raah Worldwide Solution Limited,"4 Carribbean close Ogbatai Woji, Port Harcourt, Rivers",0802 308 4226,http://www.mrsoilnigplc.net/index.html,https://www.finelib.com/listing/Raah-Worldwide-Solution-Limited/123243/
Decent IT Service Limited,"Suite 14 DDS Shopping Mall, Km 25 Airport Road, Rukpokwu Port Harcourt, River State",0916 262 4051,https://mjnextwoodglobal.com,https://www.finelib.com/listing/Decent-IT-Service-Limited/123261/
Siqsound Recording Studio,"Tip-top bus stop, Rumuigbo Port Harcourt, Rivers",0805 611 5729,N/A,https://www.finelib.com/listing/Siqsound-Recording-Studio/123263/
Deslog Training & Consulting Limited,"321 port Harcourt /Aba Express Way, Port Harcourt, Rivers",0803 967 6125,https://www.nysc.gov.ng/,https://www.finelib.com/listing/Deslog-Training--Consulting-Limited/123349/
Benadav Building Materials Enterprises,"4 Pipeline Road, off Ozuoba Junction, Obio-Akpor Port Harcourt, Rivers State",0904 562 6334,N/A,https://www.finelib.com/listing/Benadav-Building-Materials-Enterprises/123387/
Omezuu Tourist Visa Agent,"42 Iwofe Road, off Ada George by Pepperoni Junction, Port Harcourt, Rivers State","0809 607 6094, 0809 607 6094, 08105230085",http://www.streamlinenetwork.net/,https://www.finelib.com/listing/Omezuu-Tourist-Visa-Agent/123468/
Omezuu Study Abroad Agent,"42 Iwofe Road, off Ada George by Pepperoni Junction, Port Harcourt, Rivers State","0809 607 6094, 0810 523 0085",http://www.ledgeservices.com/,https://www.finelib.com/listing/Omezuu-Study-Abroad-Agent/123469/
Omezuu Schengen Travel Agent,"42 Iwofe Road, off Ada George by Pepperoni Junction, Port Harcourt, Rivers State","0809 607 6094, 0810 523 0085",N/A,https://www.finelib.com/listing/Omezuu-Schengen-Travel-Agent/123471/
Omezuu Admission and Scholarship Agent,"42 Iwofe Road, off Ada George by Pepperoni Junction, Port Harcourt, Rivers State","0809 607 6094, 0810 523 0085",N/A,https://www.finelib.com/listing/Omezuu-Admission-and-Scholarship-Agent/123472/
Omezuu PTE and CELPIP Center,"42 Iwofe Road, off Ada George by Pepperoni Junction, Port Harcourt, Rivers State","08096076094, 08105230085",https://ielts.ng/,https://www.finelib.com/listing/Omezuu-PTE-and-CELPIP-Center/123473/
MA Creative Innovation Hub,"Plot 149 Ahoada Road, 510103, Omoku, Rivers state",0810 679 1845,N/A,https://www.finelib.com/listing/MA-Creative-Innovation-Hub/123528/
Elmivet International Limited,"Mummy B Road, Opposite AXXA Mansard, Stadium Road, Port Harcourt, Rivers State","0707 603 5180, 0812 892 5190",https://petrock.sitesng.com/,https://www.finelib.com/listing/Elmivet-International-Limited/125453/
Chique’s Apparel,"No 45 Woji road opposite rumurolu school, Port Harcourt, Rivers State",0803 944 1539,N/A,https://www.finelib.com/listing/Chiques-Apparel/125474/
Sommzy Global Communications,"No 5 Nta Road Rumuokwuta, Port Harcout, River State",0806 145 0621,https://vassionmedia.com/,https://www.finelib.com/listing/Sommzy-Global-Communications/125485/
Elite Scaffolding Service Nigeria Limited,"152 Old Refinery Road, Portharcourt, Rivers","0706 324 9210, 0703 874 3641",https://obinnoscaffold.sitesng.com/,https://www.finelib.com/listing/Elite-Scaffolding-Service-Nigeria-Limited/125909/
Mijanex,"3 Market lane, Rumuomasi Port Harcourt, Rivers",0708 264 2998,N/A,https://www.finelib.com/listing/Mijanex/125910/
Mcverickz Nigeria LTD.,"First Floor Maxxy Plaza, 27 Sars Road, Port Harcourt, Rivers State",0816 212 8104,https://meltechgrp.com/,https://www.finelib.com/listing/Mcverickz-Nigeria-LTD/126048/
Dufil Prima Foods Plc,"Uniport Road, Choba, Port Harcourt, River, Nigeria",084 480098,https://www.dufil.com/,https://www.finelib.com/listing/Dufil-Prima-Foods-Plc/369/
Damas Oil and Marine Services Ltd,"KM 17, Aba-Port-Harcourt Express way, Port Harcourt, Rivers, Nigeria","07064070853, 07064070854",http://damasgroupe.com/,https://www.finelib.com/listing/Damas-Oil-and-Marine-Services-Ltd/549/
Jumbo Sports,"No 9, Stadium Road, Rumuomasi, Port Harcourt, Rivers State, Nigeria","0817 201 7820, 0817 201 7830",https://jumbosportsng.com/,https://www.finelib.com/listing/Jumbo-Sports/665/
Echelon Heights Hotel,"No 73 Ken Saro-Wiwa Road (former Stadium Road), Port Harcourt, Rivers State Nigeria","0906 349 2267, 0907 959 2130, 0909 163 0932",https://www.echelonheights.com/,https://www.finelib.com/listing/Echelon-Heights-Hotel/870/
Mina Hotels Limited,"23, Igbodo Street, (Old GRA), Port harcourt, Rivers State Nigeria","0807 705 4519, 0806 855 5974",https://www.mina-hotels.com/,https://www.finelib.com/listing/Mina-Hotels-Limited/871/
Tin Industrial Services Ltd,"12 Woji Road, GRA Phase 2 Port-Harcourt, Rivers State","0803 304 6342, 0803 500 9550",https://tinindustrial.com/,https://www.finelib.com/listing/Tin-Industrial-Services-Ltd/876/
Megastar Technical and Construction Company,"100, East-West Road, Rumuokoro Port-Harcourt, Rivers State, Nigeria","0807 209 0151, 0807 209 0152",https://megastarng.com/,https://www.finelib.com/listing/Megastar-Technical-and-Construction-Company/877/
Spyhub Technologies Limited,"No 321 PH/Aba Expressway, Towards MTN Rumuokwurusi, Port Harcourt, Rivers State","0803 435 8405, 0803 445 5234",https://spyhubtech.com/,https://www.finelib.com/listing/Spyhub-Technologies-Limited/879/
Federal College of Education,"Omoku, Port-Harcourt, Rivers State, Nigeria",0802 123 4567,https://fcet-akoka.edu.ng/,https://www.finelib.com/listing/Federal-College-of-Education/881/
Wider Perspective Limited,"No 180, Aba Road, Port-Harcourt, Rivers State, Nigeria",084 558 872,https://www.widerperspectivesltd.com/,https://www.finelib.com/listing/Wider-Perspective-Limited/883/
The Tide Newspaper,"Plot 1 Ikwerre Road, Port-Harcourt, Rivers Nigeria",084 230 298,http://www.thetidenewsonline.com/about/,https://www.finelib.com/listing/The-Tide-Newspaper/885/
Environ Waste Nigeria Limited,"1, Eheleze Road, Elelenwo, Port Harcourt, Rivers State Nigeria","0803 341 7931, 0809 306 6901, 0803 409 9715",http://www.environwaste.com,https://www.finelib.com/listing/Environ-Waste-Nigeria-Limited/1774/
Alberdin Energy Services Limited,"Plot 133H, Trans-Amadi Industrial Layout, Port-Harcourt, Rivers","0803 310 7811, 0802 338 4380",https://alberdinenergy.com/,https://www.finelib.com/listing/Alberdin-Energy-Services-Limited/1775/
The Honda Place,"7 ,Olu Obasanjo Road, Port Harcourt, Rivers State, Nigeria","0803 427 7777, 0803 429 9999",https://www.honda.com.ng/,https://www.finelib.com/listing/The-Honda-Place/1778/
Exsuntra Solutions,"105 Olu Obasanjo Road, Port-Harcourt, Rivers Nigeria","0703 694 0307, 0703 017 6676",https://exsuntrasolutions.com/,https://www.finelib.com/listing/Exsuntra-Solutions/1779/
"Rhythm 93.7 FM, PHC","No 10, Forces Avenue, Old GRA, Port Harcourt, Rivers Nigeria","084 487 708, 01 7278 2897",https://rhythm937.com/,https://www.finelib.com/listing/Rhythm-937-FM-PHC/1783/
ABC Transport Plc,"Eliozu Junction, East/West Road, Port-Harcourt, Rivers State","0814 255 2436, 0814 006 6939, 0805 300 1000",https://www.abctransport.com/,https://www.finelib.com/listing/ABC-Transport-Plc/1791/
Dial Travels,"22, Ohaeto street, Port-Harcourt, Rivers State, Nigeria","0809 773 7030, 0803 301 4249, 0805 524 1494",https://dialtravels.com/,https://www.finelib.com/listing/Dial-Travels/1794/
Port Harcourt Refining Company Limited (PHRC),"13, Oju-Oiobun Close, Victoria Island, Lagos State, Nigeria","(080) 58286632, 08023105259, (01)2624166",http://www.nnpcgroup.com/,https://www.finelib.com/listing/Port-Harcourt-Refining-Company-Limited-PHRC/2714/
"Federal Hight Court, Port harcourt","Station Okrika Road, Port Harcour, Rivers State, Nigeria","084 335 777, 060 232 803",https://fhc-ng.com,https://www.finelib.com/listing/Federal-Hight-Court-Port-harcourt/3156/
Dominion Trust Limited,"Suite B11, Shakir Plaza, Michika Street, Area 11, Garki, Abuja FCT Nigeria","0805 445 3925, 0810 889 6937",https://dominionng.com/,https://www.finelib.com/listing/Dominion-Trust-Limited/4091/
GGI Intl' Nigeria Ltd,"Plot 8 GGI Crescent, (Opp. Mikab Filling Station), East! West Road, Rumuodara, Port Harcourt, Rivers State Nigeria","0817 206 4337, 0807 403 6014, 0816 952 9400",https://ggigroupltd.com/,https://www.finelib.com/listing/GGI-Intl-Nigeria-Ltd/5867/
MacGeorge Nigeria Limited,"1B Areta Estate, Elekahia, Port Harcourt, Rivers State Nigeria","0709 070 7102, 0709 070 7103, 01 790 5557",https://www.mac-george.com,https://www.finelib.com/listing/MacGeorge-Nigeria-Limited/5931/
Tin Industrial Services,"12 Woji Road, GRA phase 2, Port Harcourt, Rivers Nigeria","0803 304 6342, 0803 500 9550",https://tinindustrial.com/,https://www.finelib.com/listing/Tin-Industrial-Services/6198/
Waterpit Nigeria Limited,"11 A & B Abuloma Road, Trans-Amadi Industrial Layout, Port Harcourt, Rivers Nigeria",0909 000 0318,https://waterpitnigerialtd.com/,https://www.finelib.com/listing/Waterpit-Nigeria-Limited/6310/
Celetrans Nigeria Limited,"288 Aba P/H Expressway, Rumukurushi Junction, Port Harcourt, Rivers State Nigeria",+234 803 706 2810,https://celetransgroup.com/,https://www.finelib.com/listing/Celetrans-Nigeria-Limited/6400/
PRAG,"18, Ezimgbu Link Road, GRA Phase IV, Port Harcourt, Rivers State Nigeria","+234 703 549 2994, +234 703 710 4214, +234 814 079 0021",https://prag.global/,https://www.finelib.com/listing/PRAG/6525/
Production Chemical Nigeria,"144 Trans Amadi Industrial Estate, Port Harcourt, Rivers State Nigeria",+234 805 330 0334,https://www.productionchemical.com/,https://www.finelib.com/listing/Production-Chemical-Nigeria/6544/
Maccaferri Nigeria,"The Autograph, 30/33, Abacha Road, GRA Phase 3, Port Harcourt, River State Nigeria",0809 527 7683,https://www.maccaferri.com/,https://www.finelib.com/listing/Maccaferri-Nigeria/6905/
Cash Craft Asset Management,"3rd Floor Asei World Centre 57 Aba Road, Port-Harcourt, Rivers, Nigeria","084 463657-8, 084 487129",https://www.cashcraft.com/,https://www.finelib.com/listing/Cash-Craft-Asset-Management/7011/
MaxiTrust Microfinance Bank,"15B, Agudama st, D/Line, Port Harcourt, Rivers State, Nigeria",0705 309 2421,http://www.maxitrustbank.com/,https://www.finelib.com/listing/MaxiTrust-Microfinance-Bank/7133/
E. Ekesons Bros Nigeria Limited,"Upper Iweka Bridge Left Turn Upper Iweka General Park, Onitsha, Anambra State","0909 990 0988, 0909 990 0911",https://www.ekesonstransport.com/,https://www.finelib.com/listing/E-Ekesons-Bros-Nigeria-Limited/7204/
Cool FM 95.9 PH,"AIM Crescent, KM 16, East West Road, Rumuosi, Near Syringe factory, Port Harcourt, Rivers, Nigeria","08 490 1489, 08 446 0959, 08 490 1486",https://coolfm.ng/,https://www.finelib.com/listing/Cool-FM-959-PH/7241/
Mayors' Clinic,"5 FUTO Avenue, Off East-West Road, Rumudara, Port Harcourt, Rivers, Nigeria",0703 548 4102,http://mayorsclinic.com/,https://www.finelib.com/listing/Mayors-Clinic/7375/
Dannic Hotels,"Plot 33, Circular Road, Presidential Estate, GRA Phase 2, Port Harcourt Rivers State Nigeria","0803 306 8958, 0803 340 5789, 0704 023 5524",http://www.dannichotels.com/,https://www.finelib.com/listing/Dannic-Hotels/7489/
Helena Haven Hotels,"K/M 1 East-West Road, By Choba Police Station, Choba, Port harcourt, Rivers State, Nigeria","0706 440 7035, 084 557 032",http://helenahavenhotels.com/,https://www.finelib.com/listing/Helena-Haven-Hotels/7492/
Intelligent Hotels & Suites,"Off East/West road, by 95.1 Today FM Rumuekini, Port Harcourt, Rivers State Nigeria","0905 633 9191, 0806 692 6411",http://www.intelligenthotelsng.com/,https://www.finelib.com/listing/Intelligent-Hotels--Suites/7494/
Tiffany Hotel & Towers,"1 Tiffany Hotel Avenue near The Airport Hotel Omagwa, Port Harcourt, Rivers State Nigeria","0706 619 4211, +1 407 731 6796, +1 319 369 8268",http://www.tiffanyhotelstowers.com/,https://www.finelib.com/listing/Tiffany-Hotel--Towers/7497/
Hotel De Marpat,"4 NTA-Apara Link Road, off East-West Road, Nkpolu, Rumuigbo, Port Harcourt Rivers State","0816 528 3459, 0803 586 3836, 0708 842 9715",http://www.hoteldemarpat.com/,https://www.finelib.com/listing/Hotel-De-Marpat/7499/
L.A Kings Hotel,"31, Ken Saro Wiwa Road (old Stadium Road), Port harcourt, Rivers State Nigeria","0815 7419434, 0908 7211 184",https://www.lakingshotels.com/,https://www.finelib.com/listing/LA-Kings-Hotel/7502/
Bougainvillea Hotel,"Plot F / 1A Abacha Road, GRA, Phase 3, Port Harcourt, Rivers State","0803 792 3000, 0803 051 2229",https://bougainvilleahotel.com/,https://www.finelib.com/listing/Bougainvillea-Hotel/7503/
